,Unnamed: 0,label,text
978,8471,negative,@JetBlue I just submitted feedback for you @gripeo. Not a good way 2 handle baggage or customers: http://t.co/F6COpX1Fvj
979,4412,negative,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon
980,12958,negative,@AmericanAir my wife is stuck in #Brownsville any chance she can get any flight out? She needs to be at work tomorrow morning.
981,5081,negative,@SouthwestAir yall have me sleeping in the airport until 4pm tomorrow! thanks
982,12154,negative,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...
983,8693,neutral,@JetBlue can I change my flight if I already printed my boarding pass?
984,9771,negative,@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation
985,9040,negative,"@USAirways ...2 hours on the plane, they at least got us on a direct flight a couple hours Late Flightr on United"
986,11526,negative,@USAirways now over 2 hrs. Can't wait anymore. 2 hrs for nothing. Now what?? #frustrated #USAirways http://t.co/BuwjTVUWKM
987,11575,negative,@USAirways disappointment? Making own arrangements for me &amp; my sleeping toddler with zero assistance from USAir is maddening.
988,12769,neutral,@AmericanAir @jokerunning this happened to me too!!!
989,11454,negative,"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request"
990,7544,positive,"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!"
991,9938,negative,@USAirways how hard is it to unload bags in order of arrival? 45 mins and counting for flight 699
992,12094,negative,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...
993,11592,negative,@USAirways ~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it
994,3319,negative,@united You guys are atrocious.  Far better service as silver on Delta than you as a platinum.  I'll be switching back to delta.
995,2420,neutral,@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap
996,1321,negative,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?"
997,14631,negative,@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.
998,2119,negative,"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?"
999,2686,positive,"@united thank you! Good service, safe flight... 1/2 way home!"
1000,2163,negative,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?"
1001,10836,neutral,@USAirways will you please start offering more routes out of @triflight to more locations instead of just charlotte and atlanta
1002,11122,negative,"@USAirways worst airline ever....left without luggage for 7 days, submit $700 expenses and they offer a refund of $297? #badservice"
1003,6139,positive,@SouthwestAir Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.
1004,11242,negative,"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!"
1005,4919,neutral,@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.
1006,5860,negative,"@SouthwestAir Problem is, I wasn't issued a position until today at the gate. And no option to upgrade. Not good when you're 6'4."
1007,11549,negative,@USAirways gate agents are now working with everyone to resolve connecting flight issues which is my concern
1008,12704,positive,@AmericanAir Thank you for the response. Much appreciated!
1009,4302,negative,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.
1010,8526,neutral,@JetBlue I would go to Italy to visit my relatives and see the house my dad left when he passed.
1011,12908,negative,@AmericanAir has been almost a month and still no response to my online complaint/questions. Out $300 because of it.
1012,5959,negative,@southwestair this inflight WIFI is the absolute worst. I'd be willing to have paid double for dialup speeds...  #Flight7
1013,11686,negative,"@USAirways And really, it's a middle initial versus middle name. All else the same. Not spending my time on your computer issues."
1014,9320,negative,@USAirways And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat
1015,12426,negative,"@AmericanAir If you are sorry, answer my claims (AA Ref#1-2990176298, 1-3001885409 and : 1-3001885409) accordingly, without using ""weather"""
1016,14437,negative,"@AmericanAir Flight for tomorrow has already been Cancelled Flightled, what do I do now?"
1017,6101,negative,@SouthwestAir today you sporadically changed my flight departure 5 times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJ40llG
1018,9569,negative,"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying.."
1019,6369,neutral,@SouthwestAir my bag was Late Flight-checked and put on a different flight from OAK-&gt;MSY. Having troubles tracking it down. Any help?
1020,413,neutral,@VirginAmerica no A's channel this year?
1021,4192,negative,@united 3359 which you finally Cancelled Flightled.
1022,2070,positive,@united Life goal: complete ✔️
1023,6443,positive,@SouthwestAir much respect!
1024,9368,negative,@USAirways is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time
1025,5317,negative,@SouthwestAir I've been on hold almost an hour! I LUV y'all but #ImJustSaying 😔😔😔 http://t.co/t6fYyBHjhL
1026,11732,negative,@USAirways tooooo many Cancelled Flightations! My chain of command hates me now
1027,2391,negative,@united hello I am flying first class and am behind 20 people on zone 1!!!!!  Pls pass on to app dept - you should board 1st class first
1028,153,neutral,@VirginAmerica is your website ever coming back online?
1029,2383,negative,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins
1030,7005,positive,@JetBlue you guys operate a world class company and for that I thank you
1031,2116,negative,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min
1032,11008,negative,@USAirways that's the 1st sorry I received from your company. The least you could do is fly us home early at no extra charge.
1033,12581,negative,"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow."
1034,11377,negative,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks
1035,5183,negative,"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?"
1036,2444,negative,@united is to airlines as @comcast @XFINITY is to cable/internet
1037,244,positive,"@VirginAmerica classiq, luv Virgin America. Greetingz"
1038,6790,neutral,@JetBlue flight 462 to Boston delayed due to weather in Tampa?
1039,5621,negative,"@SouthwestAir#4569 Cancelled Flightled, had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait &amp; painful music unacceptable. Come on..."
1040,9808,neutral,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?
1041,658,neutral,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?
1042,6570,negative,"@SouthwestAir used to love you, but you keep rescheduling my flights.  #southworst"
1043,12752,positive,@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌
1044,13649,negative,@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.
1045,7724,negative,"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd"
1046,8184,positive,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again"
1047,1658,neutral,@united I'll let you know week after next when I do another coast-coast RT again.
1048,6239,positive,"@SouthwestAir I'm really craving your pretzels, please send me some."
1049,7555,positive,@JetBlue BOS. Everything current now. Thanks for the follow up
1050,8135,neutral,"@JetBlue Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown"
1051,879,neutral,"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?"
1052,10766,negative,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip
1053,503,neutral,“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro
1054,8503,negative,@JetBlue Flight is 100% full.
1055,12251,negative,@AmericanAir why is raleigh not on the updated southern states advisory???
1056,3323,neutral,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me
1057,8810,positive,@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl
1058,1238,negative,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR."
1059,11625,negative,@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain
1060,1476,negative,@united Thanks for the vague canned response that doesn't address the issue!
1061,4786,positive,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
1062,6217,negative,"@SouthwestAir why would I want to when the last time I did, you screwed me out of my early boarding that I PAID FOR."
1063,1184,negative,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines
1064,1989,negative,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here
1065,10282,negative,@USAirways Seriously. You can't tweet and let people know that you've got customers that have been on hold for 5 HOURS??!!
1066,4167,negative,@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...
1067,1002,negative,@united i think he actually did not like your screen  @campilley 😃😃😃
1068,14087,positive,@AmericanAir Great seats on this aircraft!
1069,6473,neutral,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!
1070,811,negative,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW
1071,2136,negative,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney
1072,6185,positive,@SouthwestAir thanks for the follow up. So glad to get my bag back.
1073,4381,neutral,"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?"
1074,3224,negative,"@united Doumented via link. However, now that it has been over four months with no response, what do you suggest? Or shall I not expect one?"
1075,13250,negative,@AmericanAir @united we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face
1076,1696,negative,"@united ... I want my bag off flight 1142, what do I do now?"
1077,12380,positive,@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.
1078,2924,neutral,@united DM sent.
1079,6639,neutral,@SouthwestAir followed.
1080,4548,neutral,@SouthwestAir @Imaginedragons I tried. 😔 It's okay
1081,12196,positive,@AmericanAir @dfwairport you 2 together are the best part of flying!
1082,3302,negative,@united care less about the person - although he walked away while I was complaining.  A man at 10p at LAX club.  More.....
1083,8052,positive,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”"
1084,3490,negative,"@united booked a flight yesterday, appeared in my account + confirm email but since a few hours all disappeared and err ""no segment in this"""
1085,1568,negative,@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited
1086,10858,negative,"@USAirways Literally all that says is ""Case open""  What good is that to me?"
1087,2150,neutral,@united yes. On a nonstop to Memphis tomorrow morning. With the snow coming in I got my fingers crossed it will go.
1088,10202,neutral,@USAirways 8am flight to mco canld &amp; resch 1:30.If we opt for 8 am depart tom will us air allow cng return day from sat to sun w/o penalty?
1089,11985,negative,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.
1090,2715,negative,@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?
1091,4399,negative,"@SouthwestAir yes, very much so! I was looking forward to using your airlines for future flights but never again."
1092,2043,negative,@united you hung up on me again.
1093,3215,negative,"@united booked flight in sept to get best price for April to usa, checked now and they are €67 cheaper, what a con unhappy customer #ripoff"
1094,12445,negative,@AmericanAir @USAirways So who do I need to talk to to ensure the statement is sent to my bank so I can get the credit for the charges?
1095,12638,negative,@AmericanAir yeah and what are they gunna? Nothing your whole organization is a joke
1096,9547,negative,@USAirways @AmericanAir 28 hours Late Flightr still no email. work supervisor needs documentation to approve last minute vacation day request
1097,9329,negative,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten
1098,6631,negative,@SouthwestAir no had to rebook my flight myself and am about to board in bham.
1099,14412,negative,@AmericanAir my flight is Cancelled Flightled and we can only call in but you aren't accepting calls? How do I reschedule my flight?
1100,5930,negative,@SouthwestAir A-List Pref credit card holder called exclusive # and hung up after on hold for 14 min. What gives???
1101,11331,negative,@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.
1102,3158,neutral,@united (2/2) pay in person at Portland airport. I will be flying from Perth. This has been done by US Air.
1103,12198,negative,@AmericanAir Is there a way to add my AA number to an itinerary that doesn't involve sitting on hold for 1.5 hours?
1104,12758,negative,"@AmericanAir would you like any additional details of my issue? Airport, flight, agent name? Or are you happy w/ this automated lip service?"
1105,7521,negative,"@JetBlue if someone had bothered to inform us that the airport closed, that would have helped."
1106,11174,positive,@USAirways that's where we are now. Thank you.
1107,7541,positive,“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;)
1108,5808,negative,@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?
1109,6971,neutral,"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?"
1110,11753,negative,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?
1111,4779,negative,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
1112,11393,negative,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?
1113,5558,positive,@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi
1114,11552,negative,"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious."
1115,824,negative,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.
1116,10894,negative,@USAirways headed to NYC from CLT. Funny to hear all phones ring at once and then the entire plane groan (has happened twice more).
1117,858,negative,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board
1118,8495,neutral,@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..
1119,13202,negative,@AmericanAir flight Cancelled Flightled and was trying to reschedule but 800 number just says to call back
1120,1605,negative,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!"
1121,2567,negative,@united on a flight to New York! Love the quality planes on United!! #WTF #crappy #aviation #NewYork http://t.co/zv6CfPoHl5
1122,3970,negative,"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it."
1123,10586,negative,@USAirways - been on hold with reservations for over 30 min already! #worstairline
1124,8391,negative,"@JetBlue if there is a ""processing error"" the  why do you send out full flight tickets and confirmations? #FlySouthwest"
1125,1018,negative,@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.
1126,3047,negative,@united @abigailedge Another glitch??
1127,10576,negative,"@USAirways ""Owen F"" at DCA Gate 42: #rude."
1128,13897,negative,"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩"
1129,4123,neutral,@united do you have an e-mail address I can write my account to? Might be less likely to disappear
1130,10123,negative,"@USAirways flight 623 den to phx: flight attdt decides to stay downtown and be an hour Late Flight so entire flight delayed, she better get fired!"
1131,13628,negative,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload
1132,2671,positive,@united Bag was finally delivered and intact. Thanks for your assistance.
1133,5426,negative,@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...
1134,12147,negative,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
1135,4915,negative,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.
1136,9587,positive,@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService
1137,10406,negative,@USAirways thanks for letting me know of the 12 hour delay and 2 hours on hold ?
1138,8570,neutral,@JetBlue is it true there's a new A320 livery and a new website...?!
1139,1374,negative,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!"
1140,3218,positive,@united Leaving soon. Thanks!
1141,2303,positive,@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!
1142,1100,neutral,@united fails again. @SouthwestAir saves the day.
1143,5842,negative,@SouthwestAir Roger wilco.
1144,6883,negative,@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?
1145,13612,negative,@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.
1146,10127,negative,"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!"
1147,648,negative,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused"
1148,6435,positive,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip"
1149,11266,neutral,@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.
1150,5739,negative,@Southwestair is this account even aware of the #destinationdragons contest? The one youre fucking up for me?
1151,4929,neutral,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!
1152,12541,negative,"@AmericanAir checked in at Des Moines, lay over in ORD, final destination Austin, Texas.  Baggage was only checked to ORD."
1153,7582,neutral,@JetBlue flight16?
1154,11419,negative,@USAirways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?
1155,12265,negative,@AmericanAir The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks.
1156,4257,negative,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.
1157,4264,neutral,"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?"
1158,231,positive,@VirginAmerica thanks so much!
1159,12316,negative,"@AmericanAir I need to go to YYZ tmr morning 8am. I switched to United already, but my bag is still off in AA la-la land."
1160,5030,negative,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep
1161,13680,negative,@AmericanAir-everyone: its been weeks&amp;those dickheads @ AA hadn't contacted me...they lost my checked bag &amp; carryon and haven't offer to pay
1162,1320,neutral,@united - Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?
1163,13951,neutral,@AmericanAir yes. He's in the next flight
1164,3840,negative,@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews
1165,7042,neutral,Welllllll.... RT @JetBlue: Our fleet's on fleek. http://t.co/dHHomG2kiX
1166,3667,neutral,"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎"
1167,14251,negative,@AmericanAir I even went to ticket counter and got no help
1168,6081,positive,@SouthwestAir can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying
1169,7026,positive,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF
1170,1878,negative,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF
1171,3326,negative,@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.
1172,7601,negative,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?
1173,14451,negative,"@AmericanAir My flights tomorrow were Cancelled Flighted, can't do anything online, and can't get through on phone. Help?"
1174,473,neutral,@VirginAmerica you got cheese pLate Flights too.
1175,3635,neutral,@united Flight 280
1176,2464,negative,@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy
1177,4836,negative,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.
1178,457,negative,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.
1179,3945,negative,@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?
1180,9829,negative,@USAirways ...was Cancelled Flightled and now I need to locate my baggage
1181,5587,positive,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J"
1182,5155,neutral,"@SouthwestAir Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon"
1183,506,negative,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.
1184,6397,negative,@SouthwestAir Finally got through after 3 hours and all set. Thanks.
1185,1508,neutral,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need
1186,14257,negative,@AmericanAir I want the flight I have on hold. I don't want a new flight.
1187,3473,positive,@united followed and messaged. Thanks so much for the help.
1188,12977,negative,"@AmericanAir why can't you hire a staff that is helpful, informed and nice to it's customers?"
1189,12823,negative,@AmericanAir the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!
1190,8588,negative,"@JetBlue our #FoodAllergy community. IF you want our continued loyalty, you need to do better than that. Perhaps some training is in (2/3)"
1191,5142,negative,@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz
1192,38,neutral,@VirginAmerica when can I book my flight to Hawaii??
1193,4643,neutral,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David."
1194,8532,neutral,@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?
1195,12405,negative,@AmericanAir Delayed: AA3186 - Missed due to delay: AA3186 - New flight now delayed: AA2401
1196,5134,positive,@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise
1197,2774,negative,@united Existing reservation is fine. I was talking about no longer having an 0600 CMH-ORD option. 0638 gets me in too Late Flight.
1198,81,positive,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G
1199,10170,negative,@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.
1200,5137,neutral,@SouthwestAir How do I retroactively add previous flights/miles/points to current rapid rewards balance?
1201,3790,negative,"@united 3586 from IAD to BUF.  Incredibly loud, and like a third world 70s inner city metro bus.  #lowstandards http://t.co/m67WnBglXQ"
1202,12394,negative,"@AmericanAir but not sufficiently sorry to actually *do* anything about it, I guess. Your systems are presumably beyond reproach or reform."
1203,2120,neutral,@united I went from Sacramento to Minneapolis at the end of October 2014 in business class.
1204,14410,negative,@AmericanAir @tcunningham10 please call us back to rebook. 7403607771 we can't through!!!!! We need to get to columbus!!!!
1205,14236,positive,@AmericanAir many trips coming up!  I will see you soon 😃
1206,11199,negative,@USAirways found great prices thru US Air for honeymoon. Website wont work and been on hold for more than a hour now after being told 10 min
1207,13619,negative,@AmericanAir so am I going to be homeless or do I have a place to stay tonight? Can you respond to me here so I can go back to sleep?
1208,3000,negative,@united is a money sucking airline with terrible terrible customer service
1209,1688,negative,@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster
1210,4255,neutral,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site
1211,4462,positive,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!
1212,9213,negative,"@USAirways Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL"
1213,8808,neutral,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...
1214,5908,neutral,@SouthwestAir wow! Some things are better forgotten!
1215,13162,positive,"@AmericanAir sure, thank you!"
1216,13001,negative,@AmericanAir we did check before going to de airport and everything was fine. #fail
1217,13953,negative,"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please"
1218,3684,negative,"@united thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy"
1219,1048,negative,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?"
1220,14059,negative,@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP
1221,1575,negative,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence
1222,4094,negative,@united  eventually.  You should approach bags like @AlaskaAir  they get it.
1223,2824,negative,@united this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.
1224,11142,negative,@USAirways My flight cost me just under $800 and this is what happens? I fly with @united and have no problems. I come the US 4-5 times...
1225,8407,negative,@JetBlue How is it possible the only way to contact your fraud department is mailing a physical letter? No telephone? No email? REALLY??
1226,1725,neutral,@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!
1227,9091,negative,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.
1228,6176,negative,@SouthwestAir How do I stop getting credit card apps? I already have a card!
1229,7195,negative,"@JetBlue  Called JB 3 times!Everytime, Auto Vmsg:""your wait time should not be longer than 9 mins"" waited longer than 18 mins and no answer!"
1230,7621,positive,"@JetBlue done, thank you!"
1231,2508,negative,@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!
1232,12677,negative,@AmericanAir airport and 2 extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will
1233,7758,negative,"@JetBlue Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK.  Stranded my family in the baggage area and lost my daughters luggage"
1234,9989,neutral,@USAirways What's the contact number for the corporate baggage office in Phoenix?
1235,13899,negative,@AmericanAir I'm willing to hold for an agent. you aren't being helpful you keep hanging up on me #americanairsucks #hiremorepoeple
1236,12712,neutral,@AmericanAir Did the policy change? I've seen people with hamsters and rabbits before.
1237,9422,negative,@USAirways my flight is delayed so I missed my connecting flight. Stuck in Philadelphia over night and no hotel voucher? Thanks for nothing
1238,13439,negative,@AmericanAir Filed a PIR with an agent at Indianapolis airport. Unable to pull up information online on your site. Have DMed details.
1239,5392,neutral,@SouthwestAir Show Jacksonville some 💝too!  We want #3ticketsforJax!
1240,8568,neutral,@JetBlue I can't pay 30 bucks xD
1241,2284,negative,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
1242,13023,neutral,@AmericanAir can I redeem AAdavantage miles on LAN flights?
1243,8923,negative,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol"
1244,8537,negative,@JetBlue u now have my gears grinding. The JFK baggage office told me I need to bring the bag back right now if not they will close my claim
1245,2254,negative,@united how come a $27 shuttle bus from LGA to EWR has electrical power outlets but our new Airbus interiors do not? #whyjeff?
1246,8955,negative,@JetBlue please provide me your direct email for me to explain.
1247,12934,negative,@AmericanAir finally at final destination but not w/o extra significant travel expenses &amp; missed work. How can you resolve this experience?
1248,8240,negative,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?
1249,1592,negative,@united why do you hate your passengers?
1250,2214,negative,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not"
1251,12831,negative,"@AmericanAir Thx, someone picked up after 45 minutes"
1252,5000,negative,"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O"
1253,6410,negative,@SouthwestAir she made it standby after her flight was Cancelled Flighted for no reason. Almost 4hrs Late Flight.  Conf# FVF9YW  SWRR# 298033455
